file	key	original	translation	status	context	entities	tone
Language/english.csv	hotkey_takescreenshot	Take screenshot	Зробити знімок екрана	fuzzy	EDITOR	-	command|technical
Language/english.csv	hotkey_jumptoping	Jump to notification ping	Перейти до позначки сповіщення	fuzzy	EDITOR	-	command
Language/english.csv	hotkey_zoomin	Zoom in	Наблизити	fuzzy	EDITOR	-	command
Language/english.csv	hotkey_zoomout	Zoom out	Віддалити	fuzzy	EDITOR	-	command
Language/english.csv	hotkey_camerareset	Reset camera	Скинути камеру	fuzzy	EDITOR	-	command
Language/english.csv	button_reset_hotkeys	Reset to Default	Відновити типові	fuzzy	EDITOR	-	command
Language/english.csv	options_reset_hotkeys_tooltip	Reset to Default	Відновити типові	fuzzy	EDITOR	-	command
Language/english.csv	options_key_waiting	waiting	очікування	fuzzy	EDITOR	-	technical
Language/english.csv	options_reset_hotkeys	Reset	Скинути	fuzzy	EDITOR	-	command
Language/english.csv	dialog_reset_hotkeys_title	Reset hotkeys	Скинути гарячі клавіші	fuzzy	EDITOR	-	-
Language/english.csv	dialog_reset_hotkeys_text	Are you sure you want to reset all hotkeys back to default?	Ви впевнені, що хочете відновити типові гарячі клавіші?	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_speed_paused	Pause	Пауза	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_speed_normal	Normal speed	Звичайна швидкість	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_speed_slow	Slow motion	Уповільнення	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_launch_mission	Launch mission	Почніть місію	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_editor_launch	Launch scenario	Запустіть сценарій	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_editor_files	Open files	Відкрийте файли	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_units_edit_mode	Units editing mode	Режим редагування підрозділів	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_terrain_edit_mode	Terrain editing mode	Режим редагування місцевості	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_deployment_edit_mode	Deployment editing mode	Режим редагування розгортання	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_levels_edit_mode	Height levels editing mode	Режим редагування рівнів висоти	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_decorations_edit_mode	Decorations editing mode	Режим редагування декорацій	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_unit_halt	Stop	Зупинити	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_unit_halt_descr	Cancel the unit's current order	Скасуйте поточний наказ підрозділу	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_sort_name	Sort files by name	Сортуйте файли за назвою	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_sort_date	Sort files by date	Сортуйте файли за датою	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_next_unit	Select next unit	Виберіть наступний підрозділ	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_prev_unit	Select previous unit	Виберіть попередній підрозділ	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_supply_current	Currently used Supply Points	Використано очок постачання	unresolved	EDITOR	supply_point	technical
Language/english.csv	tooltip_supply_cap	Supply Cap	Ліміт постачання	unresolved	EDITOR	supply_cap	technical
Language/english.csv	tooltip_new_scenario	Create a new scenario	Створіть новий сценарій	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_editor_settings	Open the scenario settings panel	Відкрийте панель налаштувань сценарію	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_change_alliance_color	Select a different color for this player	Виберіть інший колір для цього гравця	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_alliance_control_type	Toggle player control between human and AI	Перемкніть керування гравцем між людиною та ШІ	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_create_trigger	Create a new trigger	Створіть новий тригер	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_drag_into_folder	Drag from this button into the 	Перетягніть із цієї кнопки до 	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_set_root_folder	Move selected trigger or folder into the root folder	Перемістіть вибраний тригер або папку до кореневої папки	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_clone_trigger	Clone the selected trigger	Клонуйте вибраний тригер	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_clone_folder	Clone the selected folder	Клонуйте вибрану папку	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_create_folder	Create a new folder	Створіть нову папку	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_add_ai_team	Add an AI team	Додайте команду ШІ	fuzzy	EDITOR	-	command|technical
Language/english.csv	tooltip_remove_ai_team	Remove this AI team	Видаліть цю команду ШІ	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_objective_central_display	Display the state of this objective at the top of the screen	Показуйте стан цієї цілі вгорі екрана	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_display_objectives	Toggle objectives display	Увімкніть або вимкніть показ цілей	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_remove_player	Remove player	Видаліть гравця	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_construct_units	Request new units	Запросіть нові підрозділи	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_construct_units_descr	Acquire new units	Отримайте нові підрозділи	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_select_alliance	Select player	Виберіть гравця	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_reinforce_unit	Request reinforcements	Запросіть поповнення	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_reinforce_unit_descr	Bring this unit back to full strength.	Відновіть повну чисельність цього підрозділу.	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_reinforce_unit_radius_required	Unit must be in radius of a radio or satellite station.	Підрозділ має бути в радіусі дії радіо або супутникової станції.	fuzzy	EDITOR	-	technical
Language/english.csv	tooltip_campaigns	Play a full campaign	Зіграйте повну кампанію	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_scenarios	Play an individual scenario	Зіграйте окремий сценарій	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_options	Options menu: Alter your preferences, video and audio settings	Меню параметрів: змініть уподобання, налаштування відео та звуку	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_editor	Create your own custom scenario	Створіть власний сценарій	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_load	Load a prior save game	Завантажте попереднє збереження	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_quit	Exit the game	Вийдіть із гри	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_launch_campaign_mission	Start mission	Почніть місію	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_change_hotkey	Click to change this hotkey	Натисніть, щоб змінити цю гарячу клавішу	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_attack_move	Attack Move	Рух з атакою	unresolved	EDITOR	attack_move	command
Language/english.csv	tooltip_attack_move_descr	Order units to move to a location while attacking anything they encounter on the way. Alternatively use CTRL + right-click.	Накажіть підрозділам рухатися до місця й атакувати все зустрічне на шляху. Або натисніть CTRL + праву кнопку миші.	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_eject_cargo	Eject cargo	Вивантажити десант	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_eject_cargo_descr	Eject all units that are currently being carried.	Вивантажте всі підрозділи, які зараз перевозяться.	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_exit_carrier	Exit carrier	Покинути транспорт	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_exit_carrier_descr	Exit the selected unit from its carrier	Висадіть вибраний підрозділ із транспорту	fuzzy	EDITOR	-	command
Language/english.csv	tooltip_available_dropships	Available dropships	Доступні десантні транспортники	unresolved	EDITOR	dropship	-
Language/english.csv	tooltip_dropship_reinforcing	Reinforcing	Поповнення	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_dropship_delivering	Delivering	Доставка	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_dropship_returning	Returning to base	Повернення на базу	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_dropship_supply_cap	Increasing Supply Point cap	Збільшення ліміту очок постачання	unresolved	EDITOR	supply_point	-
Language/english.csv	tooltip_dropship_constructing	Delivering	Доставка	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_hold_fire	Hold fire	Припинити вогонь	unresolved	EDITOR	hold_fire	command
Language/english.csv	tooltip_hold_fire_descr	Unit will not attack any targets automatically	Підрозділ не атакуватиме цілі автоматично	fuzzy	EDITOR	-	-
Language/english.csv	tooltip_fire_at_will	Fire at will	Вогонь без команди	unresolved	EDITOR	fire_at_will	command
Language/english.csv	tooltip_fire_at_will_descr	Unit will automatically fire at nearby enemies	Підрозділ автоматично стрілятиме по ворогах поблизу	fuzzy	EDITOR	-	-
